id,level,title,year,month,url,journal
456,6,Role for Maternal Asthma in Severe Human Metapneumovirus Lung Disease Susceptibility in Children,2020,1,https://academic.oup.com/jid/advance-article/doi/10.1093/infdis/jiaa019/5713478?searchresult=1,The Journal of Infectious Diseases
457,5,Rousettus aegyptiacus Bats Do Not Support Productive Nipah Virus Replication,2019,11,https://academic.oup.com/jid/advance-article/doi/10.1093/infdis/jiz429/5612292?searchresult=1,The Journal of Infectious Diseases
458,1,Development of a Rhinovirus Inoculum Using a Reverse Genetics Approach,2018,11,https://academic.oup.com/jid/article/220/2/187/5154827?searchresult=1,The Journal of Infectious Diseases
459,1,Serologic Markers for Ebolavirus Among Healthcare Workers in the Democratic Republic of the Congo,2018,9,https://academic.oup.com/jid/article/219/4/517/5102506?searchresult=1,The Journal of Infectious Diseases
460,1,The Etiological Role of Common Respiratory Viruses in Acute Respiratory Infections in Older Adults: A Systematic Review and Meta-analysis,2019,3,https://academic.oup.com/jid/advance-article/doi/10.1093/infdis/jiy662/5372489?searchresult=1,The Journal of Infectious Diseases
461,1,Coinfections in Hospitalized Children With Community-Acquired Pneumonia: What Does This Mean for the Clinician?,2017,12,https://academic.oup.com/jid/article/218/2/173/4706284?searchresult=1,The Journal of Infectious Diseases
462,5,Respiratory Viruses in Babies: Important Insights From Down Under,2017,11,https://academic.oup.com/jid/article/217/3/350/4638968?searchresult=1,The Journal of Infectious Diseases
463,5,Superiority of Transcriptional Profiling Over Procalcitonin for Distinguishing Bacterial From Viral Lower Respiratory Tract Infections in Hospitalized Adults,2015,1,https://academic.oup.com/jid/article/212/2/213/890856?searchresult=1,The Journal of Infectious Diseases
464,1,The Effectiveness of Convalescent Plasma and Hyperimmune Immunoglobulin for the Treatment of Severe Acute Respiratory Infections of Viral Etiology: A Systematic Review and Exploratory Meta-analysis,2014,7,https://academic.oup.com/jid/article/211/1/80/799341?searchresult=1,The Journal of Infectious Diseases
465,6,Exposure to Influenza Virus Aerosols in the Hospital Setting: Is Routine Patient Care an Aerosol Generating Procedure?,2014,3,https://academic.oup.com/jid/article/210/3/504/2908617?searchresult=1,The Journal of Infectious Diseases
466,4,Influence of Polyproline Region and Macro Domain Genetic Heterogeneity on HEV Persistence in Immunocompromised Patients,2013,8,https://academic.oup.com/jid/article/209/2/300/827518?searchresult=1,The Journal of Infectious Diseases
467,4,Bacterial Complications of Respiratory Tract Viral Illness: A Comprehensive Evaluation,2013,5,https://academic.oup.com/jid/article/208/3/432/2192780?searchresult=1,The Journal of Infectious Diseases
468,4,"Community-Wide, Contemporaneous Circulation of a Broad Spectrum of Human Rhinoviruses in Healthy Australian Preschool-Aged Children During a 12-Month Period",2012,7,https://academic.oup.com/jid/article/207/9/1433/927248?searchresult=1,The Journal of Infectious Diseases
469,6,The Differential Clinical Impact of Human Coronavirus Species in Children With Cystic Fibrosis,2012,3,https://academic.oup.com/jid/article/206/3/384/2192311?searchresult=1,The Journal of Infectious Diseases
470,4,Mannose-Binding Lectin Contributes to Deleterious Inflammatory Response in Pandemic H1N1 and Avian H9N2 Infection,2011,11,https://academic.oup.com/jid/article/205/1/44/875019?searchresult=1,The Journal of Infectious Diseases
471,1,Genetic Variants and Susceptibility to Neurological Complications Following West Nile Virus Infection,2011,10,https://academic.oup.com/jid/article/204/7/1031/810969?searchresult=1,The Journal of Infectious Diseases
472,1,Molecular Imaging of Influenza and Other Emerging Respiratory Viral Infections,2011,5,https://academic.oup.com/jid/article/203/10/1348/813705?searchresult=1,The Journal of Infectious Diseases
473,6,The Membrane Protein of Severe Acute Respiratory Syndrome Coronavirus Acts as a Dominant Immunogen Revealed by a Clustering Region of Novel Functionally and Structurally Defined Cytotoxic T-Lymphocyte Epitopes,2010,10,https://academic.oup.com/jid/article/202/8/1171/926918?searchresult=1,The Journal of Infectious Diseases
474,4,Severity of Pneumonia Due to New H1N1 Influenza Virus in Ferrets Is Intermediate between That Due to Seasonal H1N1 Virus and Highly Pathogenic Avian Influenza H5N1 Virus,2010,4,https://academic.oup.com/jid/article/201/7/993/809136?searchresult=1,The Journal of Infectious Diseases
